id,ingested_at,gateway_id,device_timestamp,tag_mac,found,rssi
27858,2026-06-02 01:20:34.296461+00,gw-esp32-01,2026-06-02 01:19:10+00,7c:ec:79:44:e0:5f,t,-88
27859,2026-06-02 01:20:34.296461+00,gw-esp32-01,2026-06-02 01:19:14+00,7c:ec:79:47:73:62,t,-93
27860,2026-06-02 01:20:34.296461+00,gw-esp32-01,2026-06-02 01:19:14+00,d4:f5:13:79:e4:5b,t,-77
27861,2026-06-02 01:20:34.296461+00,gw-esp32-01,2026-06-02 01:19:14+00,7c:ec:79:44:e0:5f,t,-88
27862,2026-06-02 01:20:34.296461+00,gw-esp32-01,2026-06-02 01:19:18+00,7c:ec:79:47:73:62,t,-92
27863,2026-06-02 01:20:34.296461+00,gw-esp32-01,2026-06-02 01:19:18+00,d4:f5:13:79:e4:5b,t,-82
27864,2026-06-02 01:20:34.91739+00,gw-esp32-01,2026-06-02 01:19:18+00,7c:ec:79:44:e0:5f,t,-88
27865,2026-06-02 01:20:34.91739+00,gw-esp32-01,2026-06-02 01:19:22+00,7c:ec:79:47:73:62,t,-94
27866,2026-06-02 01:20:34.91739+00,gw-esp32-01,2026-06-02 01:19:22+00,d4:f5:13:79:e4:5b,t,-83
27867,2026-06-02 01:20:34.91739+00,gw-esp32-01,2026-06-02 01:19:22+00,7c:ec:79:44:e0:5f,t,-77
27868,2026-06-02 01:20:34.91739+00,gw-esp32-01,2026-06-02 01:19:26+00,7c:ec:79:47:73:62,t,-93
27869,2026-06-02 01:20:34.91739+00,gw-esp32-01,2026-06-02 01:19:26+00,d4:f5:13:79:e4:5b,t,-83
27870,2026-06-02 01:20:34.91739+00,gw-esp32-01,2026-06-02 01:19:26+00,7c:ec:79:44:e0:5f,t,-77
27871,2026-06-02 01:20:34.91739+00,gw-esp32-01,2026-06-02 01:19:30+00,7c:ec:79:47:73:62,t,-84
27872,2026-06-02 01:20:34.91739+00,gw-esp32-01,2026-06-02 01:19:30+00,d4:f5:13:79:e4:5b,t,-77
27873,2026-06-02 01:20:34.91739+00,gw-esp32-01,2026-06-02 01:19:30+00,7c:ec:79:44:e0:5f,t,-77
27874,2026-06-02 01:20:34.91739+00,gw-esp32-01,2026-06-02 01:19:34+00,7c:ec:79:47:73:62,t,-82
27875,2026-06-02 01:20:34.91739+00,gw-esp32-01,2026-06-02 01:19:34+00,d4:f5:13:79:e4:5b,t,-77
27876,2026-06-02 01:20:34.91739+00,gw-esp32-01,2026-06-02 01:19:34+00,7c:ec:79:44:e0:5f,t,-88
27877,2026-06-02 01:20:34.91739+00,gw-esp32-01,2026-06-02 01:19:38+00,7c:ec:79:47:73:62,t,-94
27878,2026-06-02 01:20:34.91739+00,gw-esp32-01,2026-06-02 01:19:38+00,d4:f5:13:79:e4:5b,t,-82
27879,2026-06-02 01:20:34.91739+00,gw-esp32-01,2026-06-02 01:19:38+00,7c:ec:79:44:e0:5f,t,-87
27880,2026-06-02 01:20:34.91739+00,gw-esp32-01,2026-06-02 01:19:42+00,7c:ec:79:47:73:62,t,-93
27881,2026-06-02 01:20:34.91739+00,gw-esp32-01,2026-06-02 01:19:42+00,d4:f5:13:79:e4:5b,t,-83
27882,2026-06-02 01:20:34.91739+00,gw-esp32-01,2026-06-02 01:19:42+00,7c:ec:79:44:e0:5f,t,-88
27883,2026-06-02 01:20:34.91739+00,gw-esp32-01,2026-06-02 01:19:46+00,7c:ec:79:47:73:62,t,-94
27884,2026-06-02 01:20:34.91739+00,gw-esp32-01,2026-06-02 01:19:46+00,d4:f5:13:79:e4:5b,t,-83
27885,2026-06-02 01:20:34.91739+00,gw-esp32-01,2026-06-02 01:19:46+00,7c:ec:79:44:e0:5f,t,-88
27886,2026-06-02 01:20:34.91739+00,gw-esp32-01,2026-06-02 01:19:50+00,7c:ec:79:47:73:62,t,-93
27887,2026-06-02 01:20:34.91739+00,gw-esp32-01,2026-06-02 01:19:50+00,d4:f5:13:79:e4:5b,t,-82
27888,2026-06-02 01:20:34.91739+00,gw-esp32-01,2026-06-02 01:19:50+00,7c:ec:79:44:e0:5f,t,-77
27889,2026-06-02 01:20:34.91739+00,gw-esp32-01,2026-06-02 01:19:54+00,7c:ec:79:47:73:62,t,-93
27890,2026-06-02 01:20:34.91739+00,gw-esp32-01,2026-06-02 01:19:54+00,d4:f5:13:79:e4:5b,t,-82
27891,2026-06-02 01:20:34.91739+00,gw-esp32-01,2026-06-02 01:19:54+00,7c:ec:79:44:e0:5f,t,-77
27892,2026-06-02 01:20:34.91739+00,gw-esp32-01,2026-06-02 01:19:58+00,7c:ec:79:47:73:62,t,-82
27893,2026-06-02 01:20:34.91739+00,gw-esp32-01,2026-06-02 01:19:58+00,d4:f5:13:79:e4:5b,t,-83
27894,2026-06-02 01:20:34.91739+00,gw-esp32-01,2026-06-02 01:19:58+00,7c:ec:79:44:e0:5f,t,-77
27895,2026-06-02 01:20:34.91739+00,gw-esp32-01,2026-06-02 01:20:02+00,7c:ec:79:47:73:62,t,-93
27896,2026-06-02 01:20:34.91739+00,gw-esp32-01,2026-06-02 01:20:02+00,d4:f5:13:79:e4:5b,t,-83
27897,2026-06-02 01:20:34.91739+00,gw-esp32-01,2026-06-02 01:20:02+00,7c:ec:79:44:e0:5f,t,-88
27898,2026-06-02 01:20:34.91739+00,gw-esp32-01,2026-06-02 01:20:06+00,7c:ec:79:47:73:62,t,-93
27899,2026-06-02 01:20:34.91739+00,gw-esp32-01,2026-06-02 01:20:06+00,d4:f5:13:79:e4:5b,t,-82
27900,2026-06-02 01:20:34.91739+00,gw-esp32-01,2026-06-02 01:20:06+00,7c:ec:79:44:e0:5f,t,-77
27901,2026-06-02 01:20:34.91739+00,gw-esp32-01,2026-06-02 01:20:10+00,7c:ec:79:47:73:62,t,-93
27902,2026-06-02 01:20:34.91739+00,gw-esp32-01,2026-06-02 01:20:10+00,d4:f5:13:79:e4:5b,t,-83
27903,2026-06-02 01:20:34.91739+00,gw-esp32-01,2026-06-02 01:20:10+00,7c:ec:79:44:e0:5f,t,-77
27904,2026-06-02 01:20:34.91739+00,gw-esp32-01,2026-06-02 01:20:14+00,7c:ec:79:47:73:62,t,-93
27905,2026-06-02 01:20:34.91739+00,gw-esp32-01,2026-06-02 01:20:14+00,d4:f5:13:79:e4:5b,t,-82
27906,2026-06-02 01:20:34.91739+00,gw-esp32-01,2026-06-02 01:20:14+00,7c:ec:79:44:e0:5f,t,-77
27907,2026-06-02 01:20:34.91739+00,gw-esp32-01,2026-06-02 01:20:18+00,7c:ec:79:47:73:62,t,-82
27908,2026-06-02 01:20:34.91739+00,gw-esp32-01,2026-06-02 01:20:18+00,d4:f5:13:79:e4:5b,t,-76
27909,2026-06-02 01:20:34.91739+00,gw-esp32-01,2026-06-02 01:20:18+00,7c:ec:79:44:e0:5f,t,-77
27910,2026-06-02 01:20:34.91739+00,gw-esp32-01,2026-06-02 01:20:22+00,7c:ec:79:47:73:62,t,-82
27911,2026-06-02 01:20:34.91739+00,gw-esp32-01,2026-06-02 01:20:22+00,d4:f5:13:79:e4:5b,t,-76
27912,2026-06-02 01:20:34.91739+00,gw-esp32-01,2026-06-02 01:20:22+00,7c:ec:79:44:e0:5f,t,-89
27913,2026-06-02 01:21:09.181467+00,gw-esp32-01,2026-06-02 01:30:35+00,d4:f5:13:79:e4:5b,f,-127
27914,2026-06-02 01:21:09.181467+00,gw-esp32-01,2026-06-02 01:30:35+00,7c:ec:79:44:e0:5f,f,-127
27915,2026-06-02 01:21:09.181467+00,gw-esp32-01,2026-06-02 01:30:39+00,7c:ec:79:47:73:62,f,-127
27916,2026-06-02 01:21:09.181467+00,gw-esp32-01,2026-06-02 01:30:39+00,d4:f5:13:79:e4:5b,f,-127
27917,2026-06-02 01:21:09.181467+00,gw-esp32-01,2026-06-02 01:30:39+00,7c:ec:79:44:e0:5f,f,-127
27918,2026-06-02 01:21:09.181467+00,gw-esp32-01,2026-06-02 01:30:43+00,7c:ec:79:47:73:62,f,-127
27919,2026-06-02 01:21:09.181467+00,gw-esp32-01,2026-06-02 01:30:43+00,d4:f5:13:79:e4:5b,f,-127
27920,2026-06-02 01:21:09.181467+00,gw-esp32-01,2026-06-02 01:30:43+00,7c:ec:79:44:e0:5f,f,-127
27921,2026-06-02 01:21:09.181467+00,gw-esp32-01,2026-06-02 01:30:47+00,7c:ec:79:47:73:62,f,-127
27922,2026-06-02 01:21:09.181467+00,gw-esp32-01,2026-06-02 01:30:47+00,d4:f5:13:79:e4:5b,f,-127
27923,2026-06-02 01:21:09.181467+00,gw-esp32-01,2026-06-02 01:30:47+00,7c:ec:79:44:e0:5f,f,-127
27924,2026-06-02 01:21:09.181467+00,gw-esp32-01,2026-06-02 01:30:51+00,7c:ec:79:47:73:62,f,-127
27925,2026-06-02 01:21:09.181467+00,gw-esp32-01,2026-06-02 01:30:51+00,d4:f5:13:79:e4:5b,f,-127
27926,2026-06-02 01:21:09.181467+00,gw-esp32-01,2026-06-02 01:30:51+00,7c:ec:79:44:e0:5f,f,-127
27927,2026-06-02 01:21:09.181467+00,gw-esp32-01,2026-06-02 01:30:55+00,7c:ec:79:47:73:62,f,-127
27928,2026-06-02 01:21:09.181467+00,gw-esp32-01,2026-06-02 01:30:55+00,d4:f5:13:79:e4:5b,f,-127
27929,2026-06-02 01:21:09.181467+00,gw-esp32-01,2026-06-02 01:30:55+00,7c:ec:79:44:e0:5f,f,-127
27930,2026-06-02 01:21:09.181467+00,gw-esp32-01,2026-06-02 01:30:59+00,7c:ec:79:47:73:62,f,-127
27931,2026-06-02 01:21:09.181467+00,gw-esp32-01,2026-06-02 01:30:59+00,d4:f5:13:79:e4:5b,f,-127
27932,2026-06-02 01:21:09.181467+00,gw-esp32-01,2026-06-02 01:30:59+00,7c:ec:79:44:e0:5f,f,-127
27933,2026-06-02 01:21:09.181467+00,gw-esp32-01,2026-06-02 01:31:03+00,7c:ec:79:47:73:62,f,-127
27934,2026-06-02 01:21:09.181467+00,gw-esp32-01,2026-06-02 01:31:03+00,d4:f5:13:79:e4:5b,f,-127
27935,2026-06-02 01:21:09.181467+00,gw-esp32-01,2026-06-02 01:31:03+00,7c:ec:79:44:e0:5f,f,-127
27936,2026-06-02 01:21:09.181467+00,gw-esp32-01,2026-06-02 01:31:07+00,7c:ec:79:47:73:62,f,-127
27937,2026-06-02 01:21:09.181467+00,gw-esp32-01,2026-06-02 01:31:07+00,d4:f5:13:79:e4:5b,f,-127
27938,2026-06-02 01:21:09.181467+00,gw-esp32-01,2026-06-02 01:31:07+00,7c:ec:79:44:e0:5f,f,-127
27939,2026-06-02 01:21:09.181467+00,gw-esp32-01,2026-06-02 01:31:11+00,7c:ec:79:47:73:62,f,-127
27940,2026-06-02 01:21:09.181467+00,gw-esp32-01,2026-06-02 01:31:11+00,d4:f5:13:79:e4:5b,f,-127
27941,2026-06-02 01:21:09.181467+00,gw-esp32-01,2026-06-02 01:31:11+00,7c:ec:79:44:e0:5f,f,-127
27942,2026-06-02 01:21:09.181467+00,gw-esp32-01,2026-06-02 01:31:15+00,7c:ec:79:47:73:62,f,-127
27943,2026-06-02 01:21:09.181467+00,gw-esp32-01,2026-06-02 01:31:15+00,d4:f5:13:79:e4:5b,f,-127
27944,2026-06-02 01:21:09.181467+00,gw-esp32-01,2026-06-02 01:31:15+00,7c:ec:79:44:e0:5f,f,-127
27945,2026-06-02 01:21:09.181467+00,gw-esp32-01,2026-06-02 01:31:19+00,7c:ec:79:47:73:62,f,-127
27946,2026-06-02 01:21:09.181467+00,gw-esp32-01,2026-06-02 01:31:19+00,d4:f5:13:79:e4:5b,f,-127
27947,2026-06-02 01:21:09.181467+00,gw-esp32-01,2026-06-02 01:31:19+00,7c:ec:79:44:e0:5f,f,-127
27948,2026-06-02 01:21:09.181467+00,gw-esp32-01,2026-06-02 01:31:23+00,7c:ec:79:47:73:62,f,-127
27949,2026-06-02 01:21:09.181467+00,gw-esp32-01,2026-06-02 01:31:23+00,d4:f5:13:79:e4:5b,f,-127
27950,2026-06-02 01:21:09.181467+00,gw-esp32-01,2026-06-02 01:31:23+00,7c:ec:79:44:e0:5f,f,-127
27951,2026-06-02 01:21:09.181467+00,gw-esp32-01,2026-06-02 01:31:27+00,7c:ec:79:47:73:62,f,-127
27952,2026-06-02 01:21:09.181467+00,gw-esp32-01,2026-06-02 01:31:27+00,d4:f5:13:79:e4:5b,f,-127
27953,2026-06-02 01:21:09.181467+00,gw-esp32-01,2026-06-02 01:31:27+00,7c:ec:79:44:e0:5f,f,-127
27954,2026-06-02 01:21:09.181467+00,gw-esp32-01,2026-06-02 01:31:31+00,7c:ec:79:47:73:62,f,-127
27955,2026-06-02 01:21:09.181467+00,gw-esp32-01,2026-06-02 01:31:31+00,d4:f5:13:79:e4:5b,f,-127
27956,2026-06-02 01:21:09.181467+00,gw-esp32-01,2026-06-02 01:31:31+00,7c:ec:79:44:e0:5f,f,-127
27957,2026-06-02 01:21:09.181467+00,gw-esp32-01,2026-06-02 01:31:35+00,7c:ec:79:47:73:62,f,-127
27958,2026-06-02 01:21:09.181467+00,gw-esp32-01,2026-06-02 01:31:35+00,d4:f5:13:79:e4:5b,f,-127
27959,2026-06-02 01:21:09.181467+00,gw-esp32-01,2026-06-02 01:31:35+00,7c:ec:79:44:e0:5f,f,-127
27960,2026-06-02 01:21:09.181467+00,gw-esp32-01,2026-06-02 01:31:39+00,7c:ec:79:47:73:62,f,-127
27961,2026-06-02 01:21:09.181467+00,gw-esp32-01,2026-06-02 01:31:39+00,d4:f5:13:79:e4:5b,f,-127
27962,2026-06-02 01:21:09.181467+00,gw-esp32-01,2026-06-02 01:31:39+00,7c:ec:79:44:e0:5f,f,-127
27963,2026-06-02 02:06:04.639695+00,gw-esp32-01,2026-06-02 02:00:08+00,d4:f5:13:79:e4:5b,t,-82
27964,2026-06-02 02:06:04.639695+00,gw-esp32-01,2026-06-02 02:00:08+00,7c:ec:79:44:e0:5f,t,-78
27965,2026-06-02 02:06:04.639695+00,gw-esp32-01,2026-06-02 02:00:12+00,7c:ec:79:47:73:62,t,-92
27966,2026-06-02 02:06:04.639695+00,gw-esp32-01,2026-06-02 02:00:12+00,d4:f5:13:79:e4:5b,t,-82
27967,2026-06-02 02:06:04.639695+00,gw-esp32-01,2026-06-02 02:00:12+00,7c:ec:79:44:e0:5f,t,-77
27968,2026-06-02 02:06:04.639695+00,gw-esp32-01,2026-06-02 02:00:16+00,7c:ec:79:47:73:62,t,-93
27969,2026-06-02 02:06:04.639695+00,gw-esp32-01,2026-06-02 02:00:16+00,d4:f5:13:79:e4:5b,t,-82
27970,2026-06-02 02:06:04.639695+00,gw-esp32-01,2026-06-02 02:00:16+00,7c:ec:79:44:e0:5f,t,-89
27971,2026-06-02 02:06:04.639695+00,gw-esp32-01,2026-06-02 02:00:20+00,7c:ec:79:47:73:62,t,-92
27972,2026-06-02 02:06:04.639695+00,gw-esp32-01,2026-06-02 02:00:20+00,d4:f5:13:79:e4:5b,t,-83
27973,2026-06-02 02:06:04.639695+00,gw-esp32-01,2026-06-02 02:00:20+00,7c:ec:79:44:e0:5f,t,-89
27974,2026-06-02 02:06:04.639695+00,gw-esp32-01,2026-06-02 02:00:24+00,7c:ec:79:47:73:62,t,-92
27975,2026-06-02 02:06:04.639695+00,gw-esp32-01,2026-06-02 02:00:24+00,d4:f5:13:79:e4:5b,t,-83
27976,2026-06-02 02:06:04.639695+00,gw-esp32-01,2026-06-02 02:00:24+00,7c:ec:79:44:e0:5f,t,-98
27977,2026-06-02 02:06:04.639695+00,gw-esp32-01,2026-06-02 02:00:28+00,7c:ec:79:47:73:62,t,-94
27978,2026-06-02 02:06:04.639695+00,gw-esp32-01,2026-06-02 02:00:28+00,d4:f5:13:79:e4:5b,t,-82
27979,2026-06-02 02:06:04.639695+00,gw-esp32-01,2026-06-02 02:00:28+00,7c:ec:79:44:e0:5f,t,-77
27980,2026-06-02 02:06:04.639695+00,gw-esp32-01,2026-06-02 02:00:32+00,7c:ec:79:47:73:62,t,-91
27981,2026-06-02 02:06:04.639695+00,gw-esp32-01,2026-06-02 02:00:32+00,d4:f5:13:79:e4:5b,t,-82
27982,2026-06-02 02:06:04.639695+00,gw-esp32-01,2026-06-02 02:00:32+00,7c:ec:79:44:e0:5f,t,-94
27983,2026-06-02 02:06:04.639695+00,gw-esp32-01,2026-06-02 02:00:36+00,7c:ec:79:47:73:62,t,-91
27984,2026-06-02 02:06:04.639695+00,gw-esp32-01,2026-06-02 02:00:36+00,d4:f5:13:79:e4:5b,t,-82
27985,2026-06-02 02:06:04.639695+00,gw-esp32-01,2026-06-02 02:00:36+00,7c:ec:79:44:e0:5f,t,-78
27986,2026-06-02 02:06:04.639695+00,gw-esp32-01,2026-06-02 02:00:40+00,7c:ec:79:47:73:62,t,-92
27987,2026-06-02 02:06:04.639695+00,gw-esp32-01,2026-06-02 02:00:40+00,d4:f5:13:79:e4:5b,t,-77
27988,2026-06-02 02:06:04.639695+00,gw-esp32-01,2026-06-02 02:00:40+00,7c:ec:79:44:e0:5f,t,-77
27989,2026-06-02 02:06:04.639695+00,gw-esp32-01,2026-06-02 02:00:44+00,7c:ec:79:47:73:62,t,-94
27990,2026-06-02 02:06:04.639695+00,gw-esp32-01,2026-06-02 02:00:44+00,d4:f5:13:79:e4:5b,t,-77
27991,2026-06-02 02:06:04.639695+00,gw-esp32-01,2026-06-02 02:00:44+00,7c:ec:79:44:e0:5f,t,-89
27992,2026-06-02 02:06:04.639695+00,gw-esp32-01,2026-06-02 02:00:48+00,7c:ec:79:47:73:62,t,-93
27993,2026-06-02 02:06:04.639695+00,gw-esp32-01,2026-06-02 02:00:48+00,d4:f5:13:79:e4:5b,t,-82
27994,2026-06-02 02:06:04.639695+00,gw-esp32-01,2026-06-02 02:00:48+00,7c:ec:79:44:e0:5f,t,-89
27995,2026-06-02 02:06:04.639695+00,gw-esp32-01,2026-06-02 02:00:52+00,7c:ec:79:47:73:62,t,-83
27996,2026-06-02 02:06:04.639695+00,gw-esp32-01,2026-06-02 02:00:52+00,d4:f5:13:79:e4:5b,t,-83
27997,2026-06-02 02:06:04.639695+00,gw-esp32-01,2026-06-02 02:00:52+00,7c:ec:79:44:e0:5f,t,-88
27998,2026-06-02 02:06:04.639695+00,gw-esp32-01,2026-06-02 02:00:56+00,7c:ec:79:47:73:62,t,-82
27999,2026-06-02 02:06:04.639695+00,gw-esp32-01,2026-06-02 02:00:56+00,d4:f5:13:79:e4:5b,t,-82
28000,2026-06-02 02:06:04.639695+00,gw-esp32-01,2026-06-02 02:00:56+00,7c:ec:79:44:e0:5f,t,-77
28001,2026-06-02 02:06:04.639695+00,gw-esp32-01,2026-06-02 02:01:00+00,7c:ec:79:47:73:62,t,-92
28002,2026-06-02 02:06:04.639695+00,gw-esp32-01,2026-06-02 02:01:00+00,d4:f5:13:79:e4:5b,t,-82
28003,2026-06-02 02:06:04.639695+00,gw-esp32-01,2026-06-02 02:01:00+00,7c:ec:79:44:e0:5f,t,-77
28004,2026-06-02 02:06:04.639695+00,gw-esp32-01,2026-06-02 02:01:04+00,7c:ec:79:47:73:62,t,-92
28005,2026-06-02 02:06:04.639695+00,gw-esp32-01,2026-06-02 02:01:04+00,d4:f5:13:79:e4:5b,t,-82
28006,2026-06-02 02:06:04.639695+00,gw-esp32-01,2026-06-02 02:01:04+00,7c:ec:79:44:e0:5f,t,-77
28007,2026-06-02 02:06:04.639695+00,gw-esp32-01,2026-06-02 02:01:08+00,7c:ec:79:47:73:62,t,-92
28008,2026-06-02 02:06:04.639695+00,gw-esp32-01,2026-06-02 02:01:08+00,d4:f5:13:79:e4:5b,t,-83
28009,2026-06-02 02:06:04.639695+00,gw-esp32-01,2026-06-02 02:01:08+00,7c:ec:79:44:e0:5f,t,-89
28010,2026-06-02 02:06:04.639695+00,gw-esp32-01,2026-06-02 02:01:12+00,7c:ec:79:47:73:62,t,-93
28011,2026-06-02 02:06:04.639695+00,gw-esp32-01,2026-06-02 02:01:12+00,d4:f5:13:79:e4:5b,t,-83
28012,2026-06-02 02:06:04.639695+00,gw-esp32-01,2026-06-02 02:01:12+00,7c:ec:79:44:e0:5f,t,-88
28013,2026-06-02 02:06:05.243403+00,gw-esp32-01,2026-06-02 02:01:16+00,7c:ec:79:47:73:62,t,-93
28014,2026-06-02 02:06:05.243403+00,gw-esp32-01,2026-06-02 02:01:16+00,d4:f5:13:79:e4:5b,t,-82
28015,2026-06-02 02:06:05.243403+00,gw-esp32-01,2026-06-02 02:01:16+00,7c:ec:79:44:e0:5f,t,-88
28016,2026-06-02 02:06:05.243403+00,gw-esp32-01,2026-06-02 02:01:20+00,7c:ec:79:47:73:62,t,-84
28017,2026-06-02 02:06:05.243403+00,gw-esp32-01,2026-06-02 02:01:20+00,d4:f5:13:79:e4:5b,t,-82
28018,2026-06-02 02:06:05.243403+00,gw-esp32-01,2026-06-02 02:01:20+00,7c:ec:79:44:e0:5f,t,-92
28019,2026-06-02 02:06:05.243403+00,gw-esp32-01,2026-06-02 02:01:24+00,7c:ec:79:47:73:62,t,-93
28020,2026-06-02 02:06:05.243403+00,gw-esp32-01,2026-06-02 02:01:24+00,d4:f5:13:79:e4:5b,t,-82
28021,2026-06-02 02:06:05.243403+00,gw-esp32-01,2026-06-02 02:01:24+00,7c:ec:79:44:e0:5f,t,-77
28022,2026-06-02 02:06:05.243403+00,gw-esp32-01,2026-06-02 02:01:28+00,7c:ec:79:47:73:62,t,-91
28023,2026-06-02 02:06:05.243403+00,gw-esp32-01,2026-06-02 02:01:28+00,d4:f5:13:79:e4:5b,t,-76
28024,2026-06-02 02:06:05.243403+00,gw-esp32-01,2026-06-02 02:01:28+00,7c:ec:79:44:e0:5f,t,-77
28025,2026-06-02 02:06:05.243403+00,gw-esp32-01,2026-06-02 02:01:32+00,7c:ec:79:47:73:62,t,-92
28026,2026-06-02 02:06:05.243403+00,gw-esp32-01,2026-06-02 02:01:32+00,d4:f5:13:79:e4:5b,t,-82
28027,2026-06-02 02:06:05.243403+00,gw-esp32-01,2026-06-02 02:01:32+00,7c:ec:79:44:e0:5f,t,-77
28028,2026-06-02 02:06:05.243403+00,gw-esp32-01,2026-06-02 02:01:36+00,7c:ec:79:47:73:62,t,-91
28029,2026-06-02 02:06:05.243403+00,gw-esp32-01,2026-06-02 02:01:36+00,d4:f5:13:79:e4:5b,t,-82
28030,2026-06-02 02:06:05.243403+00,gw-esp32-01,2026-06-02 02:01:36+00,7c:ec:79:44:e0:5f,t,-87
28031,2026-06-02 02:06:05.243403+00,gw-esp32-01,2026-06-02 02:01:40+00,7c:ec:79:47:73:62,t,-92
28032,2026-06-02 02:06:05.243403+00,gw-esp32-01,2026-06-02 02:01:40+00,d4:f5:13:79:e4:5b,t,-82
28033,2026-06-02 02:06:05.243403+00,gw-esp32-01,2026-06-02 02:01:40+00,7c:ec:79:44:e0:5f,t,-88
28034,2026-06-02 02:06:05.243403+00,gw-esp32-01,2026-06-02 02:01:44+00,7c:ec:79:47:73:62,t,-84
28035,2026-06-02 02:06:05.243403+00,gw-esp32-01,2026-06-02 02:01:44+00,d4:f5:13:79:e4:5b,t,-82
28036,2026-06-02 02:06:05.243403+00,gw-esp32-01,2026-06-02 02:01:44+00,7c:ec:79:44:e0:5f,t,-77
28037,2026-06-02 02:06:05.243403+00,gw-esp32-01,2026-06-02 02:01:48+00,7c:ec:79:47:73:62,t,-85
28038,2026-06-02 02:06:05.243403+00,gw-esp32-01,2026-06-02 02:01:48+00,d4:f5:13:79:e4:5b,t,-82
28039,2026-06-02 02:06:05.243403+00,gw-esp32-01,2026-06-02 02:01:48+00,7c:ec:79:44:e0:5f,t,-77
28040,2026-06-02 02:06:05.243403+00,gw-esp32-01,2026-06-02 02:01:52+00,7c:ec:79:47:73:62,t,-84
28041,2026-06-02 02:06:05.243403+00,gw-esp32-01,2026-06-02 02:01:52+00,d4:f5:13:79:e4:5b,t,-82
28042,2026-06-02 02:06:05.243403+00,gw-esp32-01,2026-06-02 02:01:52+00,7c:ec:79:44:e0:5f,t,-88
28043,2026-06-02 02:06:05.243403+00,gw-esp32-01,2026-06-02 02:01:56+00,7c:ec:79:47:73:62,t,-91
28044,2026-06-02 02:06:05.243403+00,gw-esp32-01,2026-06-02 02:01:56+00,d4:f5:13:79:e4:5b,t,-83
28045,2026-06-02 02:06:05.243403+00,gw-esp32-01,2026-06-02 02:01:56+00,7c:ec:79:44:e0:5f,t,-90
28046,2026-06-02 02:06:05.243403+00,gw-esp32-01,2026-06-02 02:02:00+00,7c:ec:79:47:73:62,t,-93
28047,2026-06-02 02:06:05.243403+00,gw-esp32-01,2026-06-02 02:02:00+00,d4:f5:13:79:e4:5b,t,-82
28048,2026-06-02 02:06:05.243403+00,gw-esp32-01,2026-06-02 02:02:00+00,7c:ec:79:44:e0:5f,t,-88
28049,2026-06-02 02:06:05.243403+00,gw-esp32-01,2026-06-02 02:02:04+00,7c:ec:79:47:73:62,t,-91
28050,2026-06-02 02:06:05.243403+00,gw-esp32-01,2026-06-02 02:02:04+00,d4:f5:13:79:e4:5b,t,-83
28051,2026-06-02 02:06:05.243403+00,gw-esp32-01,2026-06-02 02:02:04+00,7c:ec:79:44:e0:5f,t,-87
28052,2026-06-02 02:06:05.243403+00,gw-esp32-01,2026-06-02 02:02:08+00,7c:ec:79:47:73:62,t,-92
28053,2026-06-02 02:06:05.243403+00,gw-esp32-01,2026-06-02 02:02:08+00,d4:f5:13:79:e4:5b,t,-82
28054,2026-06-02 02:06:05.243403+00,gw-esp32-01,2026-06-02 02:02:08+00,7c:ec:79:44:e0:5f,t,-87
28055,2026-06-02 02:06:05.243403+00,gw-esp32-01,2026-06-02 02:02:12+00,7c:ec:79:47:73:62,t,-93
28056,2026-06-02 02:06:05.243403+00,gw-esp32-01,2026-06-02 02:02:12+00,d4:f5:13:79:e4:5b,t,-82
28057,2026-06-02 02:06:05.243403+00,gw-esp32-01,2026-06-02 02:02:12+00,7c:ec:79:44:e0:5f,t,-78
28058,2026-06-02 02:06:05.243403+00,gw-esp32-01,2026-06-02 02:02:16+00,7c:ec:79:47:73:62,t,-91
28059,2026-06-02 02:06:05.243403+00,gw-esp32-01,2026-06-02 02:02:16+00,d4:f5:13:79:e4:5b,t,-76
28060,2026-06-02 02:06:05.243403+00,gw-esp32-01,2026-06-02 02:02:16+00,7c:ec:79:44:e0:5f,t,-77
28061,2026-06-02 02:06:05.243403+00,gw-esp32-01,2026-06-02 02:02:20+00,7c:ec:79:47:73:62,t,-91
28062,2026-06-02 02:06:05.243403+00,gw-esp32-01,2026-06-02 02:02:20+00,d4:f5:13:79:e4:5b,t,-78
28063,2026-06-02 02:06:05.842194+00,gw-esp32-01,2026-06-02 02:02:20+00,7c:ec:79:44:e0:5f,t,-77
28064,2026-06-02 02:06:05.842194+00,gw-esp32-01,2026-06-02 02:02:24+00,7c:ec:79:47:73:62,t,-94
28065,2026-06-02 02:06:05.842194+00,gw-esp32-01,2026-06-02 02:02:24+00,d4:f5:13:79:e4:5b,t,-76
28066,2026-06-02 02:06:05.842194+00,gw-esp32-01,2026-06-02 02:02:24+00,7c:ec:79:44:e0:5f,t,-87
28067,2026-06-02 02:06:05.842194+00,gw-esp32-01,2026-06-02 02:02:28+00,7c:ec:79:47:73:62,t,-93
28068,2026-06-02 02:06:05.842194+00,gw-esp32-01,2026-06-02 02:02:28+00,d4:f5:13:79:e4:5b,t,-83
28069,2026-06-02 02:06:05.842194+00,gw-esp32-01,2026-06-02 02:02:28+00,7c:ec:79:44:e0:5f,t,-88
28070,2026-06-02 02:06:05.842194+00,gw-esp32-01,2026-06-02 02:02:32+00,7c:ec:79:47:73:62,t,-84
